file_size,num_lines,avg_line_len,max_line_len,entropy,special_char_ratio,digit_ratio,uppercase_ratio,space_ratio,hex_escape_count,unicode_escape_count,base64_count,long_string_count,eval_count,unescape_count,atob_count,function_constructor,settimeout_count,setinterval_count,document_write,num_identifiers,avg_identifier_len,avg_identifier_entropy,array_access_count,hex_array_index,num_functions,num_var_decl,num_semicolons,num_commas,bracket_ratio,square_bracket_ratio
6805,230,29.58695652173913,121,4.753104751647995,0.19926524614254223,0.001322556943423953,0.018956649522409993,0.21763409257898603,0,0,0,3,0,0,0,0,0,0,0,702,5.656695156695156,2.2937539055753295,0,0,35,11,139,67,0.05966201322556943,0.0014695077149155032
1816,52,34.92307692307692,111,4.8993196270152675,0.21255506607929514,0.010462555066079295,0.020374449339207047,0.1420704845814978,0,0,0,0,0,0,0,0,0,0,0,196,5.857142857142857,2.3035925866898355,0,0,8,2,31,15,0.0605726872246696,0.0
7794,179,43.54189944134078,155,4.808288973091941,0.19553502694380293,0.001539645881447267,0.027200410572235052,0.19335386194508597,0,0,0,0,0,0,0,0,0,0,0,816,5.828431372549019,2.2913879600243,0,0,29,1,107,51,0.05363099820374647,0.001539645881447267
2310,69,33.47826086956522,99,4.860791330891935,0.15930735930735931,0.006060606060606061,0.032034632034632034,0.22207792207792207,0,0,0,2,0,0,0,0,0,0,0,264,5.359848484848484,2.207197928188776,0,0,4,2,15,18,0.02943722943722944,0.003463203463203463
5715,158,36.17088607594937,104,4.8689829026953255,0.19930008748906386,0.020297462817147855,0.03062117235345582,0.17445319335083115,0,0,0,0,0,0,0,0,0,0,0,564,5.962765957446808,2.249436860746338,0,0,18,2,111,39,0.06929133858267716,0.0
5193,146,35.56849315068493,100,4.859450080395753,0.12093202387829771,0.004043905257076834,0.046408626997881765,0.2405160793375698,0,0,0,4,0,0,0,0,0,0,0,585,5.6461538461538465,2.342783997320439,0,0,8,8,25,34,0.013094550356248796,0.002310803004043905
6626,238,27.840336134453782,123,4.6493177948532525,0.16239058255357683,0.013582855418050106,0.025505584062782975,0.2751282825233927,0,0,0,11,0,0,0,0,0,0,0,586,6.206484641638225,2.4095816673092467,0,0,16,5,94,126,0.043766978569272565,0.006338665861756716
8556,226,37.85840707964602,137,4.784219127685812,0.14188873305282843,0.006194483403459561,0.022557269752220666,0.23094904160822816,0,0,0,9,0,0,0,0,0,0,0,908,5.843612334801762,2.319802133167465,0,0,17,13,66,70,0.020102851799906497,0.006077606358111267
20549,624,32.931089743589745,124,4.838560721740427,0.21572825928269015,0.00764027446591075,0.019368339091926614,0.22516910798579007,0,0,0,4,0,0,0,0,0,0,0,2266,5.022065313327449,2.2266537649891394,0,0,45,15,303,89,0.055185167161419045,0.000681298360017519
9009,227,39.68722466960352,133,4.636985996565409,0.14907314907314909,0.000888000888000888,0.025086025086025088,0.2733932733932734,0,0,0,3,0,0,0,0,0,0,0,897,5.793756967670011,2.305498202489645,0,0,15,10,59,46,0.022422022422022424,0.001554001554001554
9916,285,34.79298245614035,109,4.587073828300184,0.13513513513513514,0.005949979830576845,0.02571601452198467,0.30032271077047196,0,0,0,11,2,0,0,0,0,0,0,909,6.083608360836084,2.33979294891622,0,0,16,9,81,66,0.01734570391286809,0.002218636546994756
35227,1099,32.05368516833485,118,4.644126485694555,0.18128140346893007,0.0031509921367133165,0.023334374201606722,0.2577284469299117,0,0,0,16,0,0,0,0,0,0,0,3172,6.204602774274905,2.311664317149418,0,0,159,37,591,371,0.053368155108297614,0.0022709853237573453
1002,37,27.08108108108108,74,4.732824701365924,0.12974051896207583,0.0,0.04590818363273453,0.1596806387225549,0,0,0,0,0,0,0,0,0,0,0,96,7.4375,2.4594613403413783,0,0,3,0,15,8,0.031936127744510975,0.001996007984031936
1395,58,24.051724137931036,75,4.49592564901973,0.182078853046595,0.012186379928315413,0.010752688172043012,0.25949820788530464,0,0,0,0,0,0,0,0,0,0,0,93,8.397849462365592,2.557707303156003,0,0,0,0,0,26,0.004301075268817204,0.004301075268817204
128,5,25.6,75,4.863084936095654,0.1171875,0.0,0.1328125,0.1484375,0,0,0,0,0,0,0,0,0,0,0,17,5.647058823529412,2.160177686621146,0,0,0,0,2,1,0.0,0.0
1152,44,26.181818181818183,66,4.524833025469392,0.14756944444444445,0.0,0.0008680555555555555,0.2092013888888889,0,0,0,0,0,0,0,0,0,0,0,140,5.321428571428571,2.135265678334233,0,0,1,0,1,13,0.006944444444444444,0.001736111111111111
817,41,19.926829268292682,66,4.722462784003823,0.14320685434516525,0.004895960832313341,0.037943696450428395,0.2484700122399021,0,0,0,1,0,0,0,0,0,0,0,91,5.417582417582418,2.2175180923967153,0,0,0,0,10,4,0.02937576499388005,0.0024479804161566705
513,20,25.65,66,4.929865645215328,0.15204678362573099,0.007797270955165692,0.07797270955165692,0.1949317738791423,0,0,0,0,0,0,0,0,0,0,0,61,5.442622950819672,2.333184960461873,0,0,0,0,8,5,0.031189083820662766,0.0
492,20,24.6,66,4.966225992522156,0.13821138211382114,0.018292682926829267,0.06707317073170732,0.16260162601626016,0,0,0,0,0,0,1,0,0,0,0,59,5.745762711864407,2.366099534138733,0,0,0,0,4,3,0.028455284552845527,0.0040650406504065045
474,18,26.333333333333332,66,4.902923665381323,0.14135021097046413,0.008438818565400843,0.06962025316455696,0.17932489451476794,0,0,0,0,0,0,0,0,0,0,0,57,5.578947368421052,2.330720600115977,0,0,0,0,7,5,0.029535864978902954,0.0
1291,39,33.1025641025641,86,4.81200137807679,0.12161115414407436,0.013168086754453912,0.030209140201394268,0.19132455460883036,0,0,0,1,0,0,0,0,0,0,0,156,5.576923076923077,2.1977734937525253,0,0,2,0,10,9,0.024786986831913247,0.0
8442,373,22.632707774798927,82,5.0700882068037645,0.14937218668561952,0.10033167495854063,0.024520255863539446,0.23667377398720682,0,0,0,3,0,0,0,0,0,0,0,620,5.614516129032258,2.4140893222405646,0,0,9,1,50,193,0.030798389007344232,0.009950248756218905
5726,132,43.378787878787875,78,4.931562855823587,0.2041564792176039,0.09500523925951798,0.030562347188264057,0.1295843520782396,0,0,0,1,0,0,0,0,0,0,0,466,6.457081545064377,2.2814617973684337,0,0,14,0,91,111,0.10216556060076842,0.0
1498,60,24.966666666666665,57,4.975960345996109,0.20293724966622162,0.024699599465954607,0.049399198931909215,0.21228304405874499,0,0,0,0,0,0,0,0,0,0,0,145,6.055172413793104,2.378971012853637,0,0,2,3,23,41,0.021361815754339118,0.012016021361815754
414,24,17.25,56,4.788539020462832,0.2753623188405797,0.012077294685990338,0.0024154589371980675,0.2463768115942029,0,0,0,0,0,0,0,0,0,0,0,47,4.085106382978723,1.9847343332138856,0,0,1,1,9,9,0.03864734299516908,0.00966183574879227
434,24,18.083333333333332,56,4.870983666825887,0.2995391705069124,0.020737327188940093,0.01152073732718894,0.2350230414746544,0,0,0,0,0,0,0,0,0,0,0,51,3.843137254901961,1.9847343332138856,0,0,1,1,9,9,0.03686635944700461,0.009216589861751152
1264,25,50.56,76,5.138938323735515,0.07436708860759493,0.0,0.3069620253164557,0.15664556962025317,0,0,0,2,0,0,0,0,0,0,0,184,5.282608695652174,2.339824943042635,0,0,0,0,3,25,0.006329113924050633,0.0
38,2,19.0,37,4.188331131693838,0.3684210526315789,0.0,0.0,0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0,3,6.666666666666667,2.352271733993074,0,0,0,0,1,1,0.05263157894736842,0.05263157894736842
1016,39,26.05128205128205,109,5.230747364212271,0.16633858267716536,0.013779527559055118,0.11515748031496063,0.18208661417322836,0,0,0,1,0,0,0,0,0,0,0,109,6.045871559633028,2.3674400590126896,0,0,1,0,6,19,0.02952755905511811,0.0
1044,40,26.1,97,4.673900528072019,0.12260536398467432,0.0009578544061302681,0.0421455938697318,0.27490421455938696,0,0,0,0,0,0,0,0,0,0,0,113,5.566371681415929,2.332722662117651,0,0,2,0,9,8,0.022988505747126436,0.005747126436781609
1573,59,26.661016949152543,100,4.699449280927116,0.13286713286713286,0.0,0.033693579148124604,0.25492689129052765,0,0,0,1,0,0,0,0,0,0,0,181,5.331491712707182,2.2688041579665703,0,0,5,0,13,4,0.02542911633820725,0.006357279084551812
